Num Epoch;Time;Training error;Training accuracy;Validation error;Validation accuracy
1;99.12106704711914;0.907087053571;0.0929129464286;0.9132;0.0868
2;65.34773588180542;0.889508928571;0.110491071429;0.9132;0.0868
3;66.49055790901184;0.880301339286;0.119698660714;0.9132;0.0868
4;68.06075191497803;0.838448660714;0.161551339286;0.9132;0.0868
5;96.42585301399231;0.820033482143;0.179966517857;0.9132;0.0868
6;106.00252890586853;0.795758928571;0.204241071429;0.7876;0.2124
7;90.7724199295044;0.802734375;0.197265625;0.7876;0.2124
8;216.2609679698944;0.786551339286;0.213448660714;0.7876;0.2124
9;204.84316992759705;0.7734375;0.2265625;0.7876;0.2124
10;829.0343511104584;0.765345982143;0.234654017857;0.7876;0.2124
11;100.13364100456238;0.743303571429;0.256696428571;0.7432;0.2568
12;61.72695183753967;0.726004464286;0.273995535714;0.7432;0.2568
13;60.62226605415344;0.700613839286;0.299386160714;0.7432;0.2568
14;59.52120304107666;0.656529017857;0.343470982143;0.7432;0.2568
15;61.97567081451416;0.630859375;0.369140625;0.7432;0.2568
16;82.0836329460144;0.61328125;0.38671875;0.591;0.409
