Num Epoch;Time;Training error;Training accuracy;Validation error;Validation accuracy
1;94.05652499198914;0.173700909962;0.826299090038;0.120964240102;0.879035759898
2;69.23588395118713;0.119882795871;0.880117204129;0.120964240102;0.879035759898
3;67.24882316589355;0.119754416773;0.880245583227;0.120964240102;0.879035759898
4;66.57057499885559;0.119751756066;0.880248243934;0.120964240102;0.879035759898
5;66.40746712684631;0.119751756066;0.880248243934;0.120964240102;0.879035759898
6;84.14470314979553;0.119751756066;0.880248243934;0.120964240102;0.879035759898
7;66.75154113769531;0.119751756066;0.880248243934;0.120964240102;0.879035759898
8;70.29567384719849;0.119536904002;0.880463095998;0.120964240102;0.879035759898
9;70.61450505256653;0.0990760696041;0.900923930396;0.120964240102;0.879035759898
10;70.48448300361633;0.0726173371648;0.927382662835;0.120964240102;0.879035759898
11;97.61449790000916;0.070880560877;0.929119439123;0.0662513409962;0.933748659004
