Num Epoch;Time;Training error;Training accuracy;Validation error;Validation accuracy
1;60.61067819595337;0.213325484249;0.786674515751;0.120964240102;0.879035759898
2;40.50864601135254;0.11975508195;0.88024491805;0.120964240102;0.879035759898
3;41.05328607559204;0.110341501703;0.889658498297;0.120964240102;0.879035759898
4;41.61834716796875;0.0952200404427;0.904779959557;0.120964240102;0.879035759898
5;42.27801990509033;0.0737095572584;0.926290442742;0.120964240102;0.879035759898
6;61.814085960388184;0.0668835142614;0.933116485739;0.0666229885057;0.933377011494
7;38.95503091812134;0.0665050287356;0.933494971264;0.0666229885057;0.933377011494
8;41.14174199104309;0.0662263197105;0.933773680289;0.0666229885057;0.933377011494
9;39.89464616775513;0.0660420657727;0.933957934227;0.0666229885057;0.933377011494
10;41.997884035110474;0.0665030332056;0.933496966794;0.0666229885057;0.933377011494
11;60.751195192337036;0.0656456204768;0.934354379523;0.0635846743295;0.93641532567
